"lead","smoking","married","birth.country","edu","race","income","income.mis","cage","cage2","army","cfamily.size"
0.91,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,-18.1577844311377,329.705135447668,"No",3.39353630899596
2.55,0,0,"Born in Mexico","edu.9to11","mexicanam",2.34,0,-5.15778443113773,26.6027402380867,"No",-1.60646369100404
1.36,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",4.62,0,-3.15778443113773,9.97160251353582,"No",-2.60646369100404
1.53,0,0,"Born in Other Spanish Speaking Country","edu.college","otherhispan",2.14,0,10.8422155688623,117.553638441679,"No",-1.60646369100404
0.66,0,1,"Born in Other Spanish Speaking Country","edu.somecol","otherhispan",2.12,0,-10.1577844311377,103.180584549464,"No",0.39353630899596
4.2,1,1,"Born in 50 US States or Washington, DC","edu.hischl","white",0.52,0,-5.15778443113773,26.6027402380867,"Yes",-0.60646369100404
1.09,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",2.91,0,-7.15778443113773,51.2338779626376,"No",-0.60646369100404
0.87,0,0,"Born in 50 US States or Washington, DC","edu.hischl","black",2.9,0,-26.1577844311377,684.229686345871,"No",1.39353630899596
1.77,0,0,"Born in Other Non-Spanish Speaking Country","edu.somecol","black",1.63,0,-21.1577844311377,447.651842034494,"No",-2.60646369100404
2.6,0,1,"Born in Other Non-Spanish Speaking Country","edu.hischl","otherrace",0.98,0,-7.15778443113773,51.2338779626376,"No",-2.60646369100404
1.8,0,1,"Born in 50 US States or Washington, DC","edu.college","black",5,0,10.8422155688623,117.553638441679,"Yes",-1.60646369100404
1.97,1,1,"Born in Mexico","edu.lt9","mexicanam",2.54,0,2.84221556886227,8.07818933988309,"No",2.39353630899596
3.2,1,0,"Born in 50 US States or Washington, DC","edu.9to11","white",5,0,15.8422155688623,250.975794130302,"Yes",-2.60646369100404
0.83,0,1,"Born in 50 US States or Washington, DC","edu.9to11","white",4.14,0,-17.1577844311377,294.389566585392,"No",1.39353630899596
1.88,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",4.33,0,-15.1577844311377,229.758428860841,"No",-2.60646369100404
0.18,0,0,"Born in 50 US States or Washington, DC","edu.9to11","white",0.71,0,-27.1577844311377,737.545255208147,"No",-1.60646369100404
2.2,0,1,"Born in 50 US States or Washington, DC","edu.college","white",1.17,0,30.8422155688623,951.24226119617,"Yes",-1.60646369100404
2.3,0,0,"Born in Mexico","edu.hischl","mexicanam",2.49236006546645,1,-27.1577844311377,737.545255208147,"No",3.39353630899596
5.41,0,0,"Born in 50 US States or Washington, DC","edu.hischl","black",2.49236006546645,1,0.842215568862272,0.709327064434001,"No",-2.60646369100404
2.4,1,1,"Born in 50 US States or Washington, DC","edu.hischl","white",1.09,0,-15.1577844311377,229.758428860841,"No",2.39353630899596
2.9,1,0,"Born in 50 US States or Washington, DC","edu.9to11","black",0.35,0,-7.15778443113773,51.2338779626376,"No",-2.60646369100404
1.8,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",0.7,0,-16.1577844311377,261.073997723117,"No",3.39353630899596
3.08,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",0.72,0,4.84221556886227,23.4470516153322,"No",-2.60646369100404
2.5,1,0,"Born in 50 US States or Washington, DC","edu.college","white",5,0,10.8422155688623,117.553638441679,"No",-2.60646369100404
1.49,0,1,"Born in Other Non-Spanish Speaking Country","edu.college","otherrace",2.49236006546645,1,3.84221556886227,14.7626204776076,"No",0.39353630899596
0.81,0,0,"Born in 50 US States or Washington, DC","edu.college","white",5,0,-16.1577844311377,261.073997723117,"No",-1.60646369100404
4.7,0,1,"Born in Other Spanish Speaking Country","edu.somecol","otherhispan",2.35,0,-4.15778443113773,17.2871713758113,"No",-2.60646369100404
1.54,0,1,"Born in Other Spanish Speaking Country","edu.9to11","otherhispan",4.5,0,9.84221556886227,96.8692073039549,"Yes",-1.60646369100404
5.46,0,1,"Born in 50 US States or Washington, DC","edu.somecol","mexicanam",2.49236006546645,1,8.84221556886227,78.1847761662304,"No",-1.60646369100404
2.55,1,1,"Born in 50 US States or Washington, DC","edu.9to11","white",1.41,0,-3.15778443113773,9.97160251353582,"No",1.39353630899596
5.02,0,1,"Born in 50 US States or Washington, DC","edu.somecol","black",1.36,0,30.8422155688623,951.24226119617,"Yes",-1.60646369100404
1.42,0,1,"Born in Other Spanish Speaking Country","edu.lt9","otherhispan",0.47,0,19.8422155688623,393.7135186812,"No",3.39353630899596
1.31,0,1,"Born in Other Non-Spanish Speaking Country","edu.college","white",5,0,30.8422155688623,951.24226119617,"No",-1.60646369100404
2.6,1,0,"Born in 50 US States or Washington, DC","edu.somecol","otherrace",1.16,0,9.84221556886227,96.8692073039549,"No",-2.60646369100404
0.6,0,0,"Born in 50 US States or Washington, DC","edu.hischl","black",0.24,0,-24.1577844311377,583.59854862132,"No",-2.60646369100404
1.31,0,1,"Born in 50 US States or Washington, DC","edu.hischl","otherhispan",2.56,0,14.8422155688623,220.291362992578,"Yes",-0.60646369100404
1.46,1,0,"Born in 50 US States or Washington, DC","edu.9to11","black",1.81,0,-22.1577844311377,490.967410896769,"No",1.39353630899596
2.5,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",2.49236006546645,1,4.84221556886227,23.4470516153322,"No",-2.60646369100404
1.33,0,0,"Born in 50 US States or Washington, DC","edu.somecol","white",2.49236006546645,1,-11.1577844311377,124.496153411739,"No",0.39353630899596
2.9,1,0,"Born in 50 US States or Washington, DC","edu.somecol","white",5,0,-3.15778443113773,9.97160251353582,"No",-2.60646369100404
1.43,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",2.49236006546645,1,12.8422155688623,164.922500717129,"Yes",-0.60646369100404
2,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",1.45,0,-4.15778443113773,17.2871713758113,"No",1.39353630899596
1.47,0,0,"Born in 50 US States or Washington, DC","edu.somecol","black",4.72,0,-11.1577844311377,124.496153411739,"No",0.39353630899596
10.9,0,1,"Born in Mexico","edu.lt9","mexicanam",1.09,0,-12.1577844311377,147.811722274015,"No",2.39353630899596
2,0,0,"Born in Mexico","edu.lt9","mexicanam",1.16,0,29.8422155688623,890.557830058446,"No",3.39353630899596
4.1,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",1.86,0,-11.1577844311377,124.496153411739,"No",1.39353630899596
3.4,1,0,"Born in 50 US States or Washington, DC","edu.somecol","black",0.77,0,12.8422155688623,164.922500717129,"Yes",2.39353630899596
1.02,0,0,"Born in 50 US States or Washington, DC","edu.hischl","black",1.44,0,5.84221556886227,34.1314827530567,"No",-2.60646369100404
4.01,1,0,"Born in 50 US States or Washington, DC","edu.9to11","black",0.84,0,1.84221556886227,3.39375820215855,"No",-2.60646369100404
2.16,0,0,"Born in 50 US States or Washington, DC","edu.hischl","mexicanam",5,0,17.8422155688623,318.344656405751,"No",2.39353630899596
1.4,0,0,"Born in Other Spanish Speaking Country","edu.lt9","otherhispan",2.07,0,-17.1577844311377,294.389566585392,"No",1.39353630899596
1.3,1,1,"Born in 50 US States or Washington, DC","edu.somecol","white",4.75,0,3.84221556886227,14.7626204776076,"No",-1.60646369100404
0.81,0,0,"Born in 50 US States or Washington, DC","edu.somecol","white",1.47,0,-29.1577844311377,850.176392932698,"No",-2.60646369100404
1.93,0,1,"Born in Other Non-Spanish Speaking Country","edu.hischl","otherrace",5,0,12.8422155688623,164.922500717129,"No",-1.60646369100404
0.99,0,1,"Born in 50 US States or Washington, DC","edu.somecol","black",4.96,0,-4.15778443113773,17.2871713758113,"Yes",2.39353630899596
1.5,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",1.62,0,-1.15778443113773,1.34046478898491,"Yes",3.39353630899596
1.12,0,1,"Born in Other Non-Spanish Speaking Country","edu.somecol","otherrace",2.69,0,-8.15778443113773,66.5494468249131,"No",1.39353630899596
2.5,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",1.18,0,18.8422155688623,355.029087543476,"Yes",-2.60646369100404
1.13,0,0,"Born in 50 US States or Washington, DC","edu.hischl","mexicanam",2.49236006546645,1,-28.1577844311377,792.860824070422,"No",3.39353630899596
1.8,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,7.84221556886227,61.5003450285058,"No",-0.60646369100404
1,0,0,"Born in Mexico","edu.9to11","mexicanam",1.45,0,-3.15778443113773,9.97160251353582,"No",3.39353630899596
0.84,0,1,"Born in Mexico","edu.9to11","mexicanam",0.91,0,-13.1577844311377,173.12729113629,"No",1.39353630899596
1.89,0,0,"Born in Mexico","edu.lt9","mexicanam",2.49236006546645,1,-19.1577844311377,367.020704309943,"No",0.39353630899596
1.51,0,0,"Born in 50 US States or Washington, DC","edu.hischl","white",0.62,0,-20.1577844311377,406.336273172219,"No",2.39353630899596
5.98,1,1,"Born in 50 US States or Washington, DC","edu.somecol","white",4.64,0,3.84221556886227,14.7626204776076,"Yes",-1.60646369100404
1.7,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",1.43,0,25.8422155688623,667.820105507548,"No",-1.60646369100404
1.05,0,1,"Born in 50 US States or Washington, DC","edu.hischl","black",3.18,0,-17.1577844311377,294.389566585392,"No",-0.60646369100404
0.74,0,0,"Born in 50 US States or Washington, DC","edu.college","white",5,0,-25.1577844311377,632.914117483596,"No",-2.60646369100404
0.67,0,1,"Born in 50 US States or Washington, DC","edu.college","mexicanam",1.45,0,-10.1577844311377,103.180584549464,"No",0.39353630899596
1.49,1,0,"Born in 50 US States or Washington, DC","edu.somecol","white",2.88,0,0.842215568862272,0.709327064434001,"No",-2.60646369100404
1.47,0,1,"Born in Mexico","edu.hischl","mexicanam",1.99,0,-22.1577844311377,490.967410896769,"No",-0.60646369100404
6.8,0,1,"Born in Mexico","edu.lt9","mexicanam",0.1,0,3.84221556886227,14.7626204776076,"No",-2.60646369100404
0.91,0,1,"Born in 50 US States or Washington, DC","edu.college","black",4.72,0,-16.1577844311377,261.073997723117,"No",0.39353630899596
0.83,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,-6.15778443113773,37.9183091003622,"No",2.39353630899596
4.1,0,0,"Born in 50 US States or Washington, DC","edu.lt9","white",1.44,0,30.8422155688623,951.24226119617,"Yes",-2.60646369100404
3.77,0,0,"Born in 50 US States or Washington, DC","edu.somecol","otherrace",0.67,0,8.84221556886227,78.1847761662304,"No",-2.60646369100404
1.5,0,1,"Born in Mexico","edu.hischl","mexicanam",0.73,0,-22.1577844311377,490.967410896769,"No",-1.60646369100404
0.82,1,1,"Born in 50 US States or Washington, DC","edu.college","white",2.42,0,-20.1577844311377,406.336273172219,"No",1.39353630899596
1.42,0,1,"Born in 50 US States or Washington, DC","edu.college","white",4.83,0,-6.15778443113773,37.9183091003622,"No",0.39353630899596
2.15,1,1,"Born in 50 US States or Washington, DC","edu.college","white",4.64,0,25.8422155688623,667.820105507548,"Yes",-1.60646369100404
2.4,0,0,"Born in 50 US States or Washington, DC","edu.somecol","white",1.13,0,0.842215568862272,0.709327064434001,"No",-2.60646369100404
5.8,0,0,"Born in 50 US States or Washington, DC","edu.9to11","black",0.29,0,-22.1577844311377,490.967410896769,"No",-0.60646369100404
2.2,0,1,"Born in 50 US States or Washington, DC","edu.college","white",3.65,0,30.8422155688623,951.24226119617,"Yes",-1.60646369100404
0.72,0,0,"Born in Mexico","edu.college","mexicanam",5,0,-16.1577844311377,261.073997723117,"No",-2.60646369100404
1.69,0,0,"Born in 50 US States or Washington, DC","edu.college","white",4.84,0,11.8422155688623,140.238069579404,"No",1.39353630899596
2.39,0,1,"Born in Mexico","edu.lt9","mexicanam",0.88,0,11.8422155688623,140.238069579404,"No",2.39353630899596
1.28,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,13.8422155688623,191.606931854853,"Yes",-1.60646369100404
0.87,0,0,"Born in 50 US States or Washington, DC","edu.college","otherrace",1.44,0,-23.1577844311377,536.282979759045,"No",-2.60646369100404
0.69,0,0,"Born in 50 US States or Washington, DC","edu.somecol","black",3.32,0,-28.1577844311377,792.860824070422,"No",1.39353630899596
5.2,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",1.49,0,16.8422155688623,283.660225268027,"Yes",-1.60646369100404
1.91,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",3.39,0,3.84221556886227,14.7626204776076,"No",-1.60646369100404
5.68,0,0,"Born in 50 US States or Washington, DC","edu.hischl","black",0.57,0,9.84221556886227,96.8692073039549,"No",-0.60646369100404
0.75,0,0,"Born in 50 US States or Washington, DC","edu.college","black",2.74,0,-19.1577844311377,367.020704309943,"No",-2.60646369100404
0.77,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,10.8422155688623,117.553638441679,"Yes",-1.60646369100404
0.83,0,1,"Born in Other Non-Spanish Speaking Country","edu.college","black",3.11,0,-1.15778443113773,1.34046478898491,"No",1.39353630899596
1.2,0,1,"Born in 50 US States or Washington, DC","edu.9to11","black",1.16,0,13.8422155688623,191.606931854853,"No",-0.60646369100404
1.79,0,1,"Born in 50 US States or Washington, DC","edu.9to11","mexicanam",2.63,0,30.8422155688623,951.24226119617,"Yes",-1.60646369100404
1.2,0,1,"Born in 50 US States or Washington, DC","edu.hischl","black",2.55,0,-7.15778443113773,51.2338779626376,"No",-2.60646369100404
1.92,0,0,"Born in 50 US States or Washington, DC","edu.college","white",4.66,0,-3.15778443113773,9.97160251353582,"No",-0.60646369100404
2.8,1,0,"Born in 50 US States or Washington, DC","edu.lt9","black",1.57,0,11.8422155688623,140.238069579404,"No",-2.60646369100404
2.89,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",5,0,7.84221556886227,61.5003450285058,"No",-1.60646369100404
2.8,0,0,"Born in Other Spanish Speaking Country","edu.hischl","otherhispan",0.59,0,30.8422155688623,951.24226119617,"No",-2.60646369100404
2.9,1,1,"Born in 50 US States or Washington, DC","edu.hischl","black",2.17,0,10.8422155688623,117.553638441679,"No",2.39353630899596
0.62,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",2.49236006546645,1,-18.1577844311377,329.705135447668,"No",1.39353630899596
1.9,0,1,"Born in 50 US States or Washington, DC","edu.9to11","white",1.51,0,24.8422155688623,617.135674369823,"Yes",-0.60646369100404
1.99,0,1,"Born in 50 US States or Washington, DC","edu.hischl","mexicanam",2.49236006546645,1,0.842215568862272,0.709327064434001,"No",-0.60646369100404
0.99,0,1,"Born in Mexico","edu.hischl","mexicanam",1.79,0,-15.1577844311377,229.758428860841,"No",0.39353630899596
0.45,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",1.43,0,-16.1577844311377,261.073997723117,"No",-1.60646369100404
2.7,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",5,0,-1.15778443113773,1.34046478898491,"No",1.39353630899596
0.85,0,1,"Born in Other Spanish Speaking Country","edu.hischl","otherhispan",1.71,0,2.84221556886227,8.07818933988309,"No",-1.60646369100404
1.48,0,1,"Born in 50 US States or Washington, DC","edu.hischl","otherhispan",2.18,0,-3.15778443113773,9.97160251353582,"No",0.39353630899596
0.59,0,0,"Born in 50 US States or Washington, DC","edu.9to11","mexicanam",0.77,0,-22.1577844311377,490.967410896769,"No",2.39353630899596
1.5,0,1,"Born in Other Non-Spanish Speaking Country","edu.college","black",1.94,0,-15.1577844311377,229.758428860841,"No",0.39353630899596
1.2,0,1,"Born in 50 US States or Washington, DC","edu.college","black",5,0,-3.15778443113773,9.97160251353582,"Yes",0.39353630899596
1.2,0,0,"Born in Other Spanish Speaking Country","edu.somecol","otherhispan",2.1,0,-21.1577844311377,447.651842034494,"No",2.39353630899596
3.75,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",2.5,0,30.8422155688623,951.24226119617,"Yes",-1.60646369100404
0.37,0,1,"Born in 50 US States or Washington, DC","edu.somecol","otherhispan",2.49236006546645,1,14.8422155688623,220.291362992578,"Yes",-1.60646369100404
2.73,0,1,"Born in 50 US States or Washington, DC","edu.college","white",1.7,0,11.8422155688623,140.238069579404,"Yes",-0.60646369100404
0.63,0,1,"Born in Other Spanish Speaking Country","edu.hischl","otherhispan",2.18,0,30.8422155688623,951.24226119617,"Yes",0.39353630899596
2.8,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",1.46,0,17.8422155688623,318.344656405751,"No",-1.60646369100404
3.66,1,0,"Born in 50 US States or Washington, DC","edu.9to11","black",1.31,0,16.8422155688623,283.660225268027,"No",-0.60646369100404
0.66,0,1,"Born in 50 US States or Washington, DC","edu.somecol","mexicanam",4.23,0,-17.1577844311377,294.389566585392,"No",2.39353630899596
2.3,0,1,"Born in 50 US States or Washington, DC","edu.college","white",2.54,0,-1.15778443113773,1.34046478898491,"No",2.39353630899596
0.56,0,0,"Born in 50 US States or Washington, DC","edu.9to11","white",3.77,0,-29.1577844311377,850.176392932698,"No",0.39353630899596
1.43,0,1,"Born in Mexico","edu.9to11","mexicanam",2.02,0,-9.15778443113773,83.8650156871886,"No",1.39353630899596
8.1,0,0,"Born in 50 US States or Washington, DC","edu.9to11","white",1.08,0,22.8422155688623,521.766812094374,"Yes",-2.60646369100404
1.3,0,1,"Born in 50 US States or Washington, DC","edu.hischl","black",1.69,0,-8.15778443113773,66.5494468249131,"No",0.39353630899596
1.4,1,0,"Born in 50 US States or Washington, DC","edu.college","white",2.94,0,-14.1577844311377,200.442859998566,"No",-2.60646369100404
1.42,1,1,"Born in 50 US States or Washington, DC","edu.hischl","white",0.7,0,9.84221556886227,96.8692073039549,"Yes",3.39353630899596
1.63,0,1,"Born in 50 US States or Washington, DC","edu.9to11","black",4.72,0,0.842215568862272,0.709327064434001,"No",0.39353630899596
4.7,1,1,"Born in Other Non-Spanish Speaking Country","edu.hischl","otherrace",1.96,0,1.84221556886227,3.39375820215855,"No",-2.60646369100404
2.93,1,0,"Born in 50 US States or Washington, DC","edu.hischl","otherrace",1.98,0,-27.1577844311377,737.545255208147,"No",0.39353630899596
0.77,0,0,"Born in 50 US States or Washington, DC","edu.hischl","mexicanam",1.48,0,-4.15778443113773,17.2871713758113,"No",-0.60646369100404
2,0,1,"Born in Mexico","edu.lt9","mexicanam",1.29,0,12.8422155688623,164.922500717129,"No",-1.60646369100404
0.64,0,0,"Born in 50 US States or Washington, DC","edu.somecol","mexicanam",0.46,0,-13.1577844311377,173.12729113629,"No",1.39353630899596
1.04,0,0,"Born in Mexico","edu.hischl","mexicanam",1.74,0,-21.1577844311377,447.651842034494,"No",0.39353630899596
1.33,0,0,"Born in 50 US States or Washington, DC","edu.9to11","white",0.87,0,-29.1577844311377,850.176392932698,"No",-2.60646369100404
1.81,1,1,"Born in 50 US States or Washington, DC","edu.lt9","white",0.8,0,12.8422155688623,164.922500717129,"No",-0.60646369100404
1.61,0,1,"Born in 50 US States or Washington, DC","edu.somecol","black",2.98,0,-5.15778443113773,26.6027402380867,"No",1.39353630899596
2.4,0,1,"Born in 50 US States or Washington, DC","edu.college","white",2.63,0,21.8422155688623,477.082380956649,"Yes",-1.60646369100404
0.82,1,0,"Born in 50 US States or Washington, DC","edu.somecol","white",3.65,0,-22.1577844311377,490.967410896769,"No",-1.60646369100404
0.7,0,0,"Born in 50 US States or Washington, DC","edu.hischl","black",0.97,0,-19.1577844311377,367.020704309943,"No",2.39353630899596
1.2,0,0,"Born in 50 US States or Washington, DC","edu.somecol","black",2.88,0,-0.157784431137728,0.0248959267094563,"No",-2.60646369100404
0.49,0,0,"Born in 50 US States or Washington, DC","edu.college","white",3.43,0,-18.1577844311377,329.705135447668,"No",-2.60646369100404
1.7,0,1,"Born in Other Non-Spanish Speaking Country","edu.9to11","black",1.46,0,21.8422155688623,477.082380956649,"No",-1.60646369100404
11.8,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",5,0,-13.1577844311377,173.12729113629,"No",-1.60646369100404
1.19,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,11.8422155688623,140.238069579404,"No",0.39353630899596
1.9,0,0,"Born in 50 US States or Washington, DC","edu.hischl","white",0.78,0,-21.1577844311377,447.651842034494,"No",-2.60646369100404
2.25,0,1,"Born in 50 US States or Washington, DC","edu.somecol","black",0.68,0,7.84221556886227,61.5003450285058,"No",3.39353630899596
0.46,0,0,"Born in 50 US States or Washington, DC","edu.hischl","white",1.63,0,-24.1577844311377,583.59854862132,"No",-2.60646369100404
1.04,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",5,0,-11.1577844311377,124.496153411739,"Yes",0.39353630899596
1.8,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",2.41,0,16.8422155688623,283.660225268027,"Yes",-1.60646369100404
2,1,0,"Born in 50 US States or Washington, DC","edu.hischl","white",1.1,0,-6.15778443113773,37.9183091003622,"No",-1.60646369100404
0.73,0,0,"Born in 50 US States or Washington, DC","edu.somecol","mexicanam",1.01,0,-20.1577844311377,406.336273172219,"No",1.39353630899596
0.57,0,0,"Born in 50 US States or Washington, DC","edu.9to11","black",3.39,0,-26.1577844311377,684.229686345871,"No",0.39353630899596
1.79,0,1,"Born in 50 US States or Washington, DC","edu.somecol","otherhispan",2.49236006546645,1,18.8422155688623,355.029087543476,"Yes",-1.60646369100404
2.6,1,1,"Born in 50 US States or Washington, DC","edu.lt9","white",1.47,0,29.8422155688623,890.557830058446,"No",-2.60646369100404
0.8,0,1,"Born in 50 US States or Washington, DC","edu.9to11","mexicanam",0.81,0,-22.1577844311377,490.967410896769,"No",1.39353630899596
0.61,0,1,"Born in 50 US States or Washington, DC","edu.hischl","black",1.92,0,-27.1577844311377,737.545255208147,"No",-2.60646369100404
2.15,0,0,"Born in 50 US States or Washington, DC","edu.college","mexicanam",5,0,-14.1577844311377,200.442859998566,"No",-1.60646369100404
2.65,0,1,"Born in 50 US States or Washington, DC","edu.college","white",2.29,0,30.8422155688623,951.24226119617,"Yes",-1.60646369100404
2.25,1,1,"Born in 50 US States or Washington, DC","edu.hischl","black",2.49236006546645,1,16.8422155688623,283.660225268027,"No",-1.60646369100404
0.71,0,0,"Born in 50 US States or Washington, DC","edu.somecol","black",3.09,0,-28.1577844311377,792.860824070422,"Yes",1.39353630899596
2.4,0,0,"Born in Mexico","edu.hischl","mexicanam",2.15,0,22.8422155688623,521.766812094374,"Yes",-0.60646369100404
0.88,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",5,0,11.8422155688623,140.238069579404,"Yes",-1.60646369100404
2.07,1,0,"Born in 50 US States or Washington, DC","edu.9to11","white",0.74,0,15.8422155688623,250.975794130302,"No",-2.60646369100404
1.7,0,1,"Born in 50 US States or Washington, DC","edu.9to11","black",2.49236006546645,1,3.84221556886227,14.7626204776076,"No",2.39353630899596
1.89,1,1,"Born in 50 US States or Washington, DC","edu.somecol","white",3.02,0,-3.15778443113773,9.97160251353582,"No",1.39353630899596
2.2,0,0,"Born in 50 US States or Washington, DC","edu.college","white",2.55,0,30.8422155688623,951.24226119617,"Yes",-2.60646369100404
2.09,0,1,"Born in Other Non-Spanish Speaking Country","edu.college","white",5,0,22.8422155688623,521.766812094374,"No",-1.60646369100404
1.02,0,0,"Born in Mexico","edu.9to11","mexicanam",0.95,0,-6.15778443113773,37.9183091003622,"No",1.39353630899596
1.87,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",2.9,0,-10.1577844311377,103.180584549464,"No",1.39353630899596
1.5,0,1,"Born in Other Non-Spanish Speaking Country","edu.hischl","white",0.88,0,9.84221556886227,96.8692073039549,"No",-1.60646369100404
1.41,0,1,"Born in 50 US States or Washington, DC","edu.9to11","black",1.93,0,18.8422155688623,355.029087543476,"Yes",-0.60646369100404
0.63,0,1,"Born in 50 US States or Washington, DC","edu.hischl","black",2.39,0,-17.1577844311377,294.389566585392,"Yes",-0.60646369100404
0.61,0,1,"Born in 50 US States or Washington, DC","edu.9to11","mexicanam",1.78,0,-23.1577844311377,536.282979759045,"No",-2.60646369100404
1.49,0,1,"Born in 50 US States or Washington, DC","edu.9to11","white",2.86,0,17.8422155688623,318.344656405751,"No",-1.60646369100404
2.69,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,19.8422155688623,393.7135186812,"Yes",-1.60646369100404
2.4,0,0,"Born in Other Non-Spanish Speaking Country","edu.college","black",5,0,0.842215568862272,0.709327064434001,"No",-2.60646369100404
8.7,1,0,"Born in 50 US States or Washington, DC","edu.9to11","white",0.18,0,-11.1577844311377,124.496153411739,"No",-2.60646369100404
1.35,1,1,"Born in 50 US States or Washington, DC","edu.9to11","black",1.65,0,-27.1577844311377,737.545255208147,"No",0.39353630899596
2.9,0,1,"Born in 50 US States or Washington, DC","edu.college","white",2.56,0,24.8422155688623,617.135674369823,"Yes",-1.60646369100404
2.31,0,0,"Born in 50 US States or Washington, DC","edu.somecol","otherhispan",3.72,0,-6.15778443113773,37.9183091003622,"No",-2.60646369100404
0.88,0,0,"Born in 50 US States or Washington, DC","edu.college","white",5,0,-25.1577844311377,632.914117483596,"No",1.39353630899596
4.35,0,1,"Born in Mexico","edu.lt9","mexicanam",0.44,0,11.8422155688623,140.238069579404,"No",3.39353630899596
1.15,0,1,"Born in Mexico","edu.lt9","mexicanam",0.6,0,-17.1577844311377,294.389566585392,"No",1.39353630899596
0.56,0,1,"Born in 50 US States or Washington, DC","edu.somecol","black",2.83,0,-22.1577844311377,490.967410896769,"No",0.39353630899596
2.27,1,1,"Born in Mexico","edu.somecol","mexicanam",0.68,0,-22.1577844311377,490.967410896769,"No",1.39353630899596
0.75,0,0,"Born in 50 US States or Washington, DC","edu.college","black",5,0,-18.1577844311377,329.705135447668,"No",-1.60646369100404
1.24,0,1,"Born in 50 US States or Washington, DC","edu.college","white",5,0,28.8422155688623,831.873398920721,"Yes",-1.60646369100404
0.97,0,1,"Born in 50 US States or Washington, DC","edu.college","white",4.24,0,-16.1577844311377,261.073997723117,"No",-1.60646369100404
0.89,0,1,"Born in 50 US States or Washington, DC","edu.college","white",1.07,0,-13.1577844311377,173.12729113629,"No",0.39353630899596
1.8,0,0,"Born in Other Spanish Speaking Country","edu.9to11","otherhispan",1.47,0,0.842215568862272,0.709327064434001,"No",-2.60646369100404
0.54,1,0,"Born in 50 US States or Washington, DC","edu.9to11","white",0.23,0,-23.1577844311377,536.282979759045,"No",-0.60646369100404
1.22,0,0,"Born in 50 US States or Washington, DC","edu.college","otherrace",1.39,0,-25.1577844311377,632.914117483596,"No",1.39353630899596
2.55,0,0,"Born in Other Non-Spanish Speaking Country","edu.college","white",0.95,0,17.8422155688623,318.344656405751,"No",-1.60646369100404
1.6,0,1,"Born in 50 US States or Washington, DC","edu.somecol","white",4.08,0,-6.15778443113773,37.9183091003622,"No",-0.60646369100404
1.03,0,1,"Born in Mexico","edu.hischl","mexicanam",0.94,0,-27.1577844311377,737.545255208147,"No",0.39353630899596
2.2,0,0,"Born in 50 US States or Washington, DC","edu.college","black",4.9,0,-2.15778443113773,4.65603365126037,"No",-2.60646369100404
3,1,1,"Born in 50 US States or Washington, DC","edu.somecol","white",4.75,0,1.84221556886227,3.39375820215855,"No",-1.60646369100404
1.56,0,1,"Born in Mexico","edu.lt9","mexicanam",0.66,0,11.8422155688623,140.238069579404,"No",3.39353630899596
1.02,0,1,"Born in 50 US States or Washington, DC","edu.hischl","white",1.43,0,15.8422155688623,250.975794130302,"No",-1.60646369100404
1.33,0,1,"Born in 50 US States or Washington, DC","edu.somecol","black",2.49236006546645,1,-8.15778443113773,66.5494468249131,"Yes",1.39353630899596
5.7,1,0,"Born in 50 US States or Washington, DC","edu.hischl","black",0.93,0,2.84221556886227,8.07818933988309,"Yes",-1.60646369100404
2.17,0,1,"Born in 50 US States or Washington, DC","edu.lt9","white",3.36,0,28.8422155688623,831.873398920721,"Yes",-1.60646369100404
